country,source_file,status,detail
Myanmar_MMR,"MMR_SM.19.41, Sup. 2.xlsm",OK,MMR_SM.19.41_Macro_Debt_Data
Myanmar_MMR,"MMR_SM.20.42, Sup. 2.xlsm",OK,MMR_SM.20.42_Macro_Debt_Data
Nepal_NPL,NPL_EBS.20.84.xlsm,OK,NPL_EBS.20.84_Macro_Debt_Data
Nepal_NPL,"NPL_EBS.21.125, Sup. 1.xlsm",OK,NPL_EBS.21.125_Macro_Debt_Data
Nepal_NPL,"NPL_EBS.23.41, Sup. 2.xlsm",OK,NPL_EBS.23.41_Macro_Debt_Data
Nepal_NPL,"NPL_SM.19.20, Sup. 2.xlsm",OK,NPL_SM.19.20_Macro_Debt_Data
Nepal_NPL,"NPL_SM.20.53, Sup. 2.xlsm",OK,NPL_SM.20.53_Macro_Debt_Data
Nicaragua_NIC,NIC_EBS.20.168.xlsm,OK,NIC_EBS.20.168_Macro_Debt_Data
Nicaragua_NIC,"NIC_SM.20.36, Sup. 2.xlsm",OK,NIC_SM.20.36_Macro_Debt_Data
Nicaragua_NIC,"NIC_SM.23.6, Sup. 2.xlsm",OK,NIC_SM.23.6_Macro_Debt_Data
Nicaragua_NIC,"NIC_SM.24.4, Sup. 2.xlsm",OK,NIC_SM.24.4_Macro_Debt_Data
Niger_NER,"NER_EBS.18.107, Sup. 1.xlsm",OK,NER_EBS.18.107_Macro_Debt_Data
Niger_NER,"NER_EBS.19.53, Sup. 2.xlsm",OK,NER_EBS.19.53_Macro_Debt_Data
Niger_NER,"NER_EBS.20.158, Sup. 1.xlsm",OK,NER_EBS.20.158_Macro_Debt_Data
Niger_NER,NER_EBS.20.44.xlsm,OK,NER_EBS.20.44_Macro_Debt_Data
Niger_NER,"NER_EBS.21.101, Sup. 1.xlsm",OK,NER_EBS.21.101_Macro_Debt_Data
Niger_NER,"NER_EBS.22.113, Sup. 1.xlsm",OK,NER_EBS.22.113_Macro_Debt_Data
Niger_NER,"NER_EBS.23.73, Sup. 1.xlsm",OK,NER_EBS.23.73_Macro_Debt_Data
Papua New Guinea_PNG,"PNG_EBS.20.109, Sup. 1.xlsm",OK,PNG_EBS.20.109_Macro_Debt_Data
Papua New Guinea_PNG,"PNG_EBS.20.9, Sup. 2.xlsm",OK,PNG_EBS.20.9_Macro_Debt_Data
Papua New Guinea_PNG,"PNG_EBS.22.38, Sup. 2.xlsm",OK,PNG_EBS.22.38_Macro_Debt_Data
Papua New Guinea_PNG,"PNG_EBS.23.113, Sup. 1.xlsm",OK,PNG_EBS.23.113_Macro_Debt_Data
Papua New Guinea_PNG,"PNG_EBS.23.18, Sup. 2.xlsm",OK,PNG_EBS.23.18_Macro_Debt_Data
Papua New Guinea_PNG,"PNG_SM.18.267, Sup. 2.xlsm",OK,PNG_SM.18.267_Macro_Debt_Data
Rwanda_RWA,"RWA_EBS.18.43, Sup. 1.xlsm",OK,RWA_EBS.18.43_Data_Input
Rwanda_RWA,"RWA_EBS.19.52, Sup. 1.XLSM",OK,RWA_EBS.19.52_Macro_Debt_Data
Rwanda_RWA,"RWA_EBS.20.114, Sup. 1.xlsm",OK,RWA_EBS.20.114_Macro_Debt_Data
Rwanda_RWA,"RWA_EBS.20.179, Sup. 1.xlsm",OK,RWA_EBS.20.179_Macro_Debt_Data
Rwanda_RWA,RWA_EBS.20.29.XLSM,OK,RWA_EBS.20.29_Macro_Debt_Data
Rwanda_RWA,RWA_EBS.21.120.xlsm,OK,RWA_EBS.21.120_Macro_Debt_Data
Rwanda_RWA,RWA_EBS.21.55.xlsm,OK,RWA_EBS.21.55_Macro_Debt_Data
Rwanda_RWA,"RWA_EBS.22.106, Sup. 1.xlsm",OK,RWA_EBS.22.106_Macro_Debt_Data
Rwanda_RWA,"RWA_EBS.23.134, Sup. 1.xlsm",OK,RWA_EBS.23.134_Macro_Debt_Data
Samoa_WSM,"WSM_EBS.20.68, Sup. 1.xlsm",OK,WSM_EBS.20.68_Macro_Debt_Data
Samoa_WSM,"WSM_SM.18.86, Sup. 2.xlsm",OK,WSM_SM.18.86_Data_Input
Samoa_WSM,"WSM_SM.19.62, Sup. 2.xlsm",OK,WSM_SM.19.62_Macro_Debt_Data
Samoa_WSM,"WSM_SM.21.25, Sup. 1.xlsm",OK,WSM_SM.21.25_Macro_Debt_Data
Samoa_WSM,"WSM_SM.23.46, Sup. 1.xlsm",OK,WSM_SM.23.46_Macro_Debt_Data
Sao Tome and Principe_STP,"STP_EBS.18.68, Sup. 1.xlsm",OK,STP_EBS.18.68_Data_Input
Sao Tome and Principe_STP,"STP_EBS.19.83, Sup. 1.xlsm",OK,STP_EBS.19.83_Macro_Debt_Data
Sao Tome and Principe_STP,"STP_EBS.20.127, Sup. 1.xlsm",OK,STP_EBS.20.127_Macro_Debt_Data
Sao Tome and Principe_STP,"STP_EBS.20.61, Sup. 1.xlsm",OK,STP_EBS.20.61_Macro_Debt_Data
Sao Tome and Principe_STP,"STP_EBS.21.1, Sup. 1.xlsm",OK,STP_EBS.21.1_Macro_Debt_Data
Sao Tome and Principe_STP,"STP_EBS.21.77, Sup. 1.xlsm",OK,STP_EBS.21.77_Macro_Debt_Data
Sao Tome and Principe_STP,"STP_EBS.22.15, Sup. 1.xlsm",OK,STP_EBS.22.15_Macro_Debt_Data
Sao Tome and Principe_STP,"STP_EBS.22.74, Sup.1.xlsm",OK,STP_EBS.22.74_Macro_Debt_Data
Senegal_SEN,"SEN_EBS.18.126, Sup. 1.xlsm",OK,SEN_EBS.18.126_Macro_Debt_Data
Senegal_SEN,"SEN_EBS.19.125,Sup. 1.xlsm",OK,SEN_EBS.19.125_Macro_Debt_Data
Senegal_SEN,"SEN_EBS.20.191, Sup. 1.xlsm",OK,SEN_EBS.20.191_Macro_Debt_Data
Senegal_SEN,"SEN_EBS.20.40, Sup. 1.xlsm",OK,SEN_EBS.20.40_Macro_Debt_Data
Senegal_SEN,"SEN_EBS.21.121, Sup. 1.xlsm",OK,SEN_EBS.21.121_Macro_Debt_Data
Senegal_SEN,"SEN_EBS.21.48, Sup. 1.xlsm",OK,SEN_EBS.21.48_Macro_Debt_Data
Senegal_SEN,"SEN_EBS.22.49, Sup. 1.xlsm",OK,SEN_EBS.22.49_Macro_Debt_Data
Senegal_SEN,"SEN_EBS.23.66, Sup. 1.xlsm",OK,SEN_EBS.23.66_Macro_Debt_Data
Sierra Leone_SLE,"SLE_EBS.18.99, Sup. 1.xlsm",OK,SLE_EBS.18.99_Macro_Debt_Data
Sierra Leone_SLE,"SLE_EBS.20.106, Sup. 1.xlsm",OK,SLE_EBS.20.106_Macro_Debt_Data
Sierra Leone_SLE,SLE_EBS.20.27.xlsm,OK,SLE_EBS.20.27_Macro_Debt_Data
Sierra Leone_SLE,"SLE_EBS.21.12, Sup. 1.xlsm",OK,SLE_EBS.21.12_Macro_Debt_Data
Sierra Leone_SLE,"SLE_EBS.21.68, Sup. 1.xlsm",OK,SLE_EBS.21.68_Macro_Debt_Data
Sierra Leone_SLE,"SLE_EBS.22.52, Sup.1.xlsm",OK,SLE_EBS.22.52_Macro_Debt_Data
Sierra Leone_SLE,"SLE_EBS.23.117, Sup. 1.xlsm",OK,SLE_EBS.23.117_Macro_Debt_Data
Sierra Leone_SLE,SLE_EBS.23.55. Sup. 1.xlsm,OK,SLE_EBS.23.55._Macro_Debt_Data
Solomon Islands_SLB,"SLB_EBS.20.104, Sup. 1.xlsm",OK,SLB_EBS.20.104_Macro_Debt_Data
Solomon Islands_SLB,"SLB_SM.18.236, Sup. 2.XLSM",OK,SLB_SM.18.236_Macro_Debt_Data
Solomon Islands_SLB,"SLB_SM.18.4, Sup. 2.xlsm",OK,SLB_SM.18.4_Data_Input
Solomon Islands_SLB,"SLB_SM.20.26, Sup. 2.xlsm",OK,SLB_SM.20.26_Macro_Debt_Data
Solomon Islands_SLB,"SLB_SM.21.211, Sup. 1.xlsm",OK,SLB_SM.21.211_Macro_Debt_Data
Solomon Islands_SLB,"SLB_SM.23.89, Sup. 2.xlsm",OK,SLB_SM.23.89_Macro_Debt_Data
Somalia_SOM,"SOM_EBS.19.67, Sup. 2.xlsm",OK,SOM_EBS.19.67_Macro_Debt_Data
Somalia_SOM,"SOM_EBS.20.165, Sup. 1.xlsm",OK,SOM_EBS.20.165_Macro_Debt_Data
Somalia_SOM,"SOM_EBS.20.20, Sup. 1.xlsm",OK,SOM_EBS.20.20_Macro_Debt_Data
Somalia_SOM,"SOM_EBS.22.43, Sup. 1.xlsm",OK,SOM_EBS.22.43_Macro_Debt_Data
Somalia_SOM,"SOM_EBS.23.130, Sup. 1.xlsm",OK,SOM_EBS.23.130_Macro_Debt_Data
Somalia_SOM,"SOM_EBS.23.45, Sup. 1.xlsm",OK,SOM_EBS.23.45_Macro_Debt_Data
South Sudan_SSD,"SSD_EBS.20.162, Sup. 1.xlsm",OK,SSD_EBS.20.162_Macro_Debt_Data
South Sudan_SSD,"SSD_EBS.21.27, Sup. 1.xlsm",OK,SSD_EBS.21.27_Macro_Debt_Data
South Sudan_SSD,"SSD_EBS.22.68, Sup. 1.xlsm",OK,SSD_EBS.22.68_Macro_Debt_Data
South Sudan_SSD,"SSD_EBS.23.15, Sup. 1.xlsm",OK,SSD_EBS.23.15_Macro_Debt_Data
South Sudan_SSD,"SSD_SM.19.105, Sup. 2.xlsm",OK,SSD_SM.19.105_Macro_Debt_Data
St. Vincent_VCT,"VCT_EBS.20.96, Sup. 1.xlsm",OK,VCT_EBS.20.96_Macro_Debt_Data
St. Vincent_VCT,VCT_EBS.21.64.xlsm,OK,VCT_EBS.21.64_Macro_Debt_Data
St. Vincent_VCT,"VCT_SM.19.23, Sup. 2.xlsm",OK,VCT_SM.19.23_Macro_Debt_Data
St. Vincent_VCT,"VCT_SM.22.243, Sup. 2.xlsm",OK,VCT_SM.22.243_Macro_Debt_Data
Sudan_SDN,"SDN_EBS.20.138, Sup. 1.xlsm",OK,SDN_EBS.20.138_Macro_Debt_Data
Sudan_SDN,"SDN_EBS.21.60, Sup. 1.xlsm",OK,SDN_EBS.21.60_Macro_Debt_Data
Sudan_SDN,"SDN_SM.20.38, Sup. 2.xlsm",OK,SDN_SM.20.38_Macro_Debt_Data
Tajikistan_TJK,"TJK_EBS.20.86, Sup. 2.xlsm",OK,TJK_EBS.20.86_Macro_Debt_Data
Tajikistan_TJK,"TJK_EBS.24.12, Sup. 1.xlsm",OK,TJK_EBS.24.12_Macro_Debt_Data
Tajikistan_TJK,"TJK_SM.19.289, Sup. 2.xlsm",OK,TJK_SM.19.289_Macro_Debt_Data
Tajikistan_TJK,"TJK_SM.22.1, Sup. 2.xlsm",OK,TJK_SM.22.1_Macro_Debt_Data
Tajikistan_TJK,"TJK_SM.23.42, Sup. 1.xlsm",OK,TJK_SM.23.42_Macro_Debt_Data
Tazania_TZA,"TZA_EBS.21.78, Sup.1.xlsm",OK,TZA_EBS.21.78_Macro_Debt_Data
Tazania_TZA,"TZA_EBS.22.64, Sup. 1.xlsm",OK,TZA_EBS.22.64_Macro_Debt_Data
Tazania_TZA,"TZA_EBS.23.36, Sup. 2.xlsm",OK,TZA_EBS.23.36_Macro_Debt_Data
Tazania_TZA,"TZA_SM.19.49, Sup. 2.xlsm",OK,TZA_SM.19.49_Macro_Debt_Data
Timor-Leste_TLS,"TLS_SM.19.57, Sup. 2.xlsm",OK,TLS_SM.19.57_Macro_Debt_Data
Timor-Leste_TLS,"TLS_SM.21.111, Sup. 2.xlsm",OK,TLS_SM.21.111_Macro_Debt_Data
Timor-Leste_TLS,"TLS_SM.22.204, Sup. 2.xlsm",OK,TLS_SM.22.204_Macro_Debt_Data
Timor-Leste_TLS,"TLS_SM.24.30, Sup. 2.xlsm",OK,TLS_SM.24.30_Macro_Debt_Data
Togo_TGO,"TGO_ EBS.19.88, Sup. 1.xlsm",OK,TGO_ EBS.19.88_Macro_Debt_Data
Togo_TGO,"TGO_EBS.18.106, Sup. 1.xlsm",OK,TGO_EBS.18.106_Macro_Debt_Data
Togo_TGO,"TGO_EBS.18.46, Sup. 1.xlsm",OK,TGO_EBS.18.46_Data_Input
Togo_TGO,"TGO_EBS.19.50, Sup. 2.xlsm",OK,TGO_EBS.19.50_Macro_Debt_Data
Togo_TGO,"TGO_EBS.20.28, Sup. 1.xlsm",OK,TGO_EBS.20.28_Macro_Debt_Data
Togo_TGO,"TGO_EBS.24.14, Sup. 1.xlsm",OK,TGO_EBS.24.14_Macro_Debt_Data
Tonga_TON,"TON_EBS.20.196, Sup. 1.xlsm",OK,TON_EBS.20.196_Macro_Debt_Data
Tonga_TON,"TON_EBS.22.63, Sup. 1.xlsm",OK,TON_EBS.22.63_Macro_Debt_Data
Tonga_TON,"TON_SM.23.215, Sup. 2.xlsm",OK,TON_SM.23.215_Macro_Debt_Data
Tuvalu_TUV,"TUV_ SM.21.131, Sup. 2.xlsm",OK,TUV_ SM.21.131_Macro_Debt_Data
Tuvalu_TUV,"TUV_SM.18.151, Sup. 1.xlsm",OK,TUV_SM.18.151_Data_Input
Tuvalu_TUV,"TUV_SM.23.157, Sup. 1.xlsm",OK,TUV_SM.23.157_Macro_Debt_Data
Uganda_UGA,"UGA_EBS.20.87, Sup. 1.xlsm",OK,UGA_EBS.20.87_Macro_Debt_Data
Uganda_UGA,"UGA_EBS.21.54, Sup 1.xlsm",OK,UGA_EBS.21.54_Macro_Debt_Data
Uganda_UGA,"UGA_EBS.22.8, Sup. 2.xlsm",OK,UGA_EBS.22.8_Macro_Debt_Data
Uganda_UGA,"UGA_EBS.23.62, Sup. 1.xlsm",OK,UGA_EBS.23.62_Macro_Debt_Data
Uganda_UGA,"UGA_SM.19.81, Sup. 2.xlsm",OK,UGA_SM.19.81_Macro_Debt_Data
Uzbekistan_UZB,"UZB_EBS.20.95, Sup. 1.xlsm",OK,UZB_EBS.20.95_Macro_Debt_Data
Uzbekistan_UZB,"UZB_SM.18.89, Sup. 2.xlsm",OK,UZB_SM.18.89_Data_Input
Uzbekistan_UZB,"UZB_SM.19.83, Sup. 2.xlsm",OK,UZB_SM.19.83_Macro_Debt_Data
Uzbekistan_UZB,"UZB_SM.21.47, Sup. 2.xlsm",OK,UZB_SM.21.47_Macro_Debt_Data
Uzbekistan_UZB,"UZB_SM.22.120, Sup. 1.xlsm",OK,UZB_SM.22.120_Macro_Debt_Data
Vanuatu_VUT,"VUT_SM.18.72, Sup. 2.xlsm",OK,VUT_SM.18.72_Data_Input
Vanuatu_VUT,"VUT_SM.19.113, Sup. 2.xlsm",OK,VUT_SM.19.113_Macro_Debt_Data
Vanuatu_VUT,"VUT_SM.21.151, Sup. 2.xlsm",OK,VUT_SM.21.151_Macro_Debt_Data
Vanuatu_VUT,"VUT_SM.23.52, Sup. 1.xlsm",OK,VUT_SM.23.52_Macro_Debt_Data
Yemen_YEM,YEM_EBS.16.53_2016-06-01.xlsm,OK,YEM_EBS.16.53_2016-0_Data_Input
Zambia_ZMB,"ZMB_EBS.22.73, Sup. 1.xlsm",OK,ZMB_EBS.22.73_Macro_Debt_Data
Zambia_ZMB,"ZMB_EBS.23.146, Sup. 1.xlsm",OK,ZMB_EBS.23.146_Macro_Debt_Data
Zambia_ZMB,"ZMB_EBS.23.77, Sup. 2.xlsm",OK,ZMB_EBS.23.77_Macro_Debt_Data
Zambia_ZMB,"ZMB_SM.19.188, Sup. 2.xlsm",OK,ZMB_SM.19.188_Macro_Debt_Data
Zimbabwe_ZWE,"ZWE_SM.20.43, Sup. 1.xlsm",OK,ZWE_SM.20.43_Macro_Debt_Data
Zimbabwe_ZWE,"ZWE_SM.22.50, Sup. 2.xlsm",OK,ZWE_SM.22.50_Macro_Debt_Data
Zimbabwe_ZWE,"ZWE_SM.23.55, Sup. 1.xlsm",OK,ZWE_SM.23.55_Macro_Debt_Data
